"","Plant_species","guild","Id","Interaction"
"75","Lavandula stoechas","Bee","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",34
"76","Lavandula stoechas","Bee","12_2_bartomeus_spain_2008_ConventodelaLuz_unp.csv",38
"77","Lavandula stoechas","Bee","12_3_bartomeus_spain_2008_Bonares_unp.csv",71
"78","Lavandula stoechas","Bee","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv",110
"79","Lavandula stoechas","Bee","12_5_bartomeus_spain_2008_Elpinar_unp.csv",8
"80","Lavandula stoechas","Bee","12_7_bartomeus_spain_2008_Esparragal_unp.csv",9
"81","Lavandula stoechas","Bee","12_9_bartomeus_spain_2008_LaRocina_unp.csv",3
"82","Lavandula stoechas","Coleoptera","1_1_bartomeus_spain_2008_batca_1_2.csv",0
"83","Lavandula stoechas","Coleoptera","1_3_bartomeus_spain_2008_medca_1_2.csv",1
"84","Lavandula stoechas","Coleoptera","1_4_bartomeus_spain_2008_medca_2_3.csv",0
"85","Lavandula stoechas","Coleoptera","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",0
"86","Lavandula stoechas","Coleoptera","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",0
"87","Lavandula stoechas","Coleoptera","12_11_bartomeus_spain_2008_Niebla_unp.csv",0
"88","Lavandula stoechas","Coleoptera","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",0
"89","Lavandula stoechas","Coleoptera","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",0
"90","Lavandula stoechas","Coleoptera","12_2_bartomeus_spain_2008_ConventodelaLuz_unp.csv",0
"91","Lavandula stoechas","Coleoptera","12_3_bartomeus_spain_2008_Bonares_unp.csv",0
"92","Lavandula stoechas","Coleoptera","12_5_bartomeus_spain_2008_Elpinar_unp.csv",0
"93","Lavandula stoechas","Coleoptera","12_7_bartomeus_spain_2008_Esparragal_unp.csv",0
"94","Lavandula stoechas","Coleoptera","12_9_bartomeus_spain_2008_LaRocina_unp.csv",0
"95","Lavandula stoechas","Lepidoptera","1_1_bartomeus_spain_2008_batca_1_2.csv",3
"96","Lavandula stoechas","Lepidoptera","1_3_bartomeus_spain_2008_medca_1_2.csv",2
"97","Lavandula stoechas","Lepidoptera","1_4_bartomeus_spain_2008_medca_2_3.csv",0
"98","Lavandula stoechas","Lepidoptera","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",0
"99","Lavandula stoechas","Lepidoptera","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv",0
"100","Lavandula stoechas","Non-bee-Hymenoptera","1_1_bartomeus_spain_2008_batca_1_2.csv",1
"101","Lavandula stoechas","Non-bee-Hymenoptera","1_3_bartomeus_spain_2008_medca_1_2.csv",0
"102","Lavandula stoechas","Non-bee-Hymenoptera","1_4_bartomeus_spain_2008_medca_2_3.csv",0
"103","Lavandula stoechas","Non-bee-Hymenoptera","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",0
"104","Lavandula stoechas","Non-bee-Hymenoptera","12_11_bartomeus_spain_2008_Niebla_unp.csv",0
"105","Lavandula stoechas","Non-bee-Hymenoptera","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",0
"106","Lavandula stoechas","Non-bee-Hymenoptera","12_2_bartomeus_spain_2008_ConventodelaLuz_unp.csv",0
"107","Lavandula stoechas","Non-bee-Hymenoptera","12_3_bartomeus_spain_2008_Bonares_unp.csv",0
"108","Lavandula stoechas","Non-bee-Hymenoptera","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv",0
"109","Lavandula stoechas","Non-bee-Hymenoptera","12_5_bartomeus_spain_2008_Elpinar_unp.csv",1
"110","Lavandula stoechas","Non-bee-Hymenoptera","12_7_bartomeus_spain_2008_Esparragal_unp.csv",0
"111","Lavandula stoechas","Non-bee-Hymenoptera","12_9_bartomeus_spain_2008_LaRocina_unp.csv",0
"112","Lavandula stoechas","Non-syrphids-diptera","1_1_bartomeus_spain_2008_batca_1_2.csv",1
"113","Lavandula stoechas","Non-syrphids-diptera","1_3_bartomeus_spain_2008_medca_1_2.csv",2
"114","Lavandula stoechas","Non-syrphids-diptera","1_4_bartomeus_spain_2008_medca_2_3.csv",4
"115","Lavandula stoechas","Non-syrphids-diptera","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",0
"116","Lavandula stoechas","Non-syrphids-diptera","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",6
"117","Lavandula stoechas","Non-syrphids-diptera","12_11_bartomeus_spain_2008_Niebla_unp.csv",0
"118","Lavandula stoechas","Non-syrphids-diptera","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",6
"119","Lavandula stoechas","Non-syrphids-diptera","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",0
"120","Lavandula stoechas","Non-syrphids-diptera","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",2
"121","Lavandula stoechas","Non-syrphids-diptera","12_3_bartomeus_spain_2008_Bonares_unp.csv",2
"122","Lavandula stoechas","Non-syrphids-diptera","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv",0
"123","Lavandula stoechas","Non-syrphids-diptera","12_5_bartomeus_spain_2008_Elpinar_unp.csv",0
"124","Lavandula stoechas","Non-syrphids-diptera","12_7_bartomeus_spain_2008_Esparragal_unp.csv",0
"125","Lavandula stoechas","Non-syrphids-diptera","12_9_bartomeus_spain_2008_LaRocina_unp.csv",0
"126","Lavandula stoechas","Syrphids","1_3_bartomeus_spain_2008_medca_1_2.csv",0
"127","Lavandula stoechas","Syrphids","1_4_bartomeus_spain_2008_medca_2_3.csv",0
"128","Lavandula stoechas","Syrphids","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",0
"129","Lavandula stoechas","Syrphids","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",0
"130","Lavandula stoechas","Syrphids","12_11_bartomeus_spain_2008_Niebla_unp.csv",0
"131","Lavandula stoechas","Syrphids","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",0
"132","Lavandula stoechas","Syrphids","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",0
"133","Lavandula stoechas","Syrphids","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",0
"134","Lavandula stoechas","Syrphids","12_2_bartomeus_spain_2008_ConventodelaLuz_unp.csv",0
"135","Lavandula stoechas","Syrphids","12_3_bartomeus_spain_2008_Bonares_unp.csv",0
"136","Lavandula stoechas","Syrphids","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv",7
"137","Lavandula stoechas","Syrphids","12_5_bartomeus_spain_2008_Elpinar_unp.csv",0
"138","Lavandula stoechas","Syrphids","12_7_bartomeus_spain_2008_Esparragal_unp.csv",0
"139","Lavandula stoechas","Syrphids","12_9_bartomeus_spain_2008_LaRocina_unp.csv",0
"140","Lavandula stoechas",NA,"12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",0
"141","Lavandula stoechas",NA,"12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",0
"142","Lavandula stoechas",NA,"12_3_bartomeus_spain_2008_Bonares_unp.csv",0
"143","Lavandula stoechas",NA,"12_7_bartomeus_spain_2008_Esparragal_unp.csv",0
"144","Sonchus tenerrinus","Bee","1_1_bartomeus_spain_2008_batca_1_2.csv",13
"145","Sonchus tenerrinus","Bee","1_2_bartomeus_spain_2008_fraop_1_2.csv",33
"146","Sonchus tenerrinus","Bee","1_3_bartomeus_spain_2008_medca_1_2.csv",9
"147","Sonchus tenerrinus","Bee","1_4_bartomeus_spain_2008_medca_2_3.csv",13
"148","Sonchus tenerrinus","Bee","1_5_bartomeus_spain_2008_miqop_1_2.csv",16
"149","Sonchus tenerrinus","Bee","1_6_bartomeus_spain_2008_selop_1_2.csv",1
"150","Sonchus tenerrinus","Coleoptera","1_1_bartomeus_spain_2008_batca_1_2.csv",14
"151","Sonchus tenerrinus","Coleoptera","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"152","Sonchus tenerrinus","Coleoptera","1_3_bartomeus_spain_2008_medca_1_2.csv",3
"153","Sonchus tenerrinus","Coleoptera","1_4_bartomeus_spain_2008_medca_2_3.csv",4
"154","Sonchus tenerrinus","Coleoptera","1_5_bartomeus_spain_2008_miqop_1_2.csv",4
"155","Sonchus tenerrinus","Coleoptera","1_6_bartomeus_spain_2008_selop_1_2.csv",1
"156","Sonchus tenerrinus","Lepidoptera","1_1_bartomeus_spain_2008_batca_1_2.csv",0
"157","Sonchus tenerrinus","Lepidoptera","1_3_bartomeus_spain_2008_medca_1_2.csv",0
"158","Sonchus tenerrinus","Lepidoptera","1_4_bartomeus_spain_2008_medca_2_3.csv",0
"159","Sonchus tenerrinus","Lepidoptera","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"160","Sonchus tenerrinus","Lepidoptera","1_6_bartomeus_spain_2008_selop_1_2.csv",0
"161","Sonchus tenerrinus","Non-bee-Hymenoptera","1_1_bartomeus_spain_2008_batca_1_2.csv",0
"162","Sonchus tenerrinus","Non-bee-Hymenoptera","1_2_bartomeus_spain_2008_fraop_1_2.csv",1
"163","Sonchus tenerrinus","Non-bee-Hymenoptera","1_3_bartomeus_spain_2008_medca_1_2.csv",0
"164","Sonchus tenerrinus","Non-bee-Hymenoptera","1_4_bartomeus_spain_2008_medca_2_3.csv",0
"165","Sonchus tenerrinus","Non-bee-Hymenoptera","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"166","Sonchus tenerrinus","Non-bee-Hymenoptera","1_6_bartomeus_spain_2008_selop_1_2.csv",0
"167","Sonchus tenerrinus","Non-syrphids-diptera","1_1_bartomeus_spain_2008_batca_1_2.csv",11
"168","Sonchus tenerrinus","Non-syrphids-diptera","1_2_bartomeus_spain_2008_fraop_1_2.csv",3
"169","Sonchus tenerrinus","Non-syrphids-diptera","1_3_bartomeus_spain_2008_medca_1_2.csv",0
"170","Sonchus tenerrinus","Non-syrphids-diptera","1_4_bartomeus_spain_2008_medca_2_3.csv",1
"171","Sonchus tenerrinus","Non-syrphids-diptera","1_5_bartomeus_spain_2008_miqop_1_2.csv",4
"172","Sonchus tenerrinus","Non-syrphids-diptera","1_6_bartomeus_spain_2008_selop_1_2.csv",0
"173","Sonchus tenerrinus","Syrphids","1_2_bartomeus_spain_2008_fraop_1_2.csv",2
"174","Sonchus tenerrinus","Syrphids","1_3_bartomeus_spain_2008_medca_1_2.csv",0
"175","Sonchus tenerrinus","Syrphids","1_4_bartomeus_spain_2008_medca_2_3.csv",0
"176","Sonchus tenerrinus","Syrphids","1_5_bartomeus_spain_2008_miqop_1_2.csv",1
"177","Sonchus tenerrinus",NA,"1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"178","Thymelaea hirusta","Bee","1_1_bartomeus_spain_2008_batca_1_2.csv",11
"179","Thymelaea hirusta","Coleoptera","1_1_bartomeus_spain_2008_batca_1_2.csv",2
"180","Thymelaea hirusta","Lepidoptera","1_1_bartomeus_spain_2008_batca_1_2.csv",0
"181","Thymelaea hirusta","Non-bee-Hymenoptera","1_1_bartomeus_spain_2008_batca_1_2.csv",4
"182","Thymelaea hirusta","Non-syrphids-diptera","1_1_bartomeus_spain_2008_batca_1_2.csv",8
"183","Urospermum picrioides","Bee","1_1_bartomeus_spain_2008_batca_1_2.csv",3
"184","Urospermum picrioides","Bee","1_2_bartomeus_spain_2008_fraop_1_2.csv",3
"185","Urospermum picrioides","Bee","1_3_bartomeus_spain_2008_medca_1_2.csv",3
"186","Urospermum picrioides","Bee","1_4_bartomeus_spain_2008_medca_2_3.csv",3
"187","Urospermum picrioides","Bee","1_5_bartomeus_spain_2008_miqop_1_2.csv",8
"188","Urospermum picrioides","Coleoptera","1_1_bartomeus_spain_2008_batca_1_2.csv",6
"189","Urospermum picrioides","Coleoptera","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"190","Urospermum picrioides","Coleoptera","1_3_bartomeus_spain_2008_medca_1_2.csv",2
"191","Urospermum picrioides","Coleoptera","1_4_bartomeus_spain_2008_medca_2_3.csv",2
"192","Urospermum picrioides","Coleoptera","1_5_bartomeus_spain_2008_miqop_1_2.csv",2
"193","Urospermum picrioides","Lepidoptera","1_1_bartomeus_spain_2008_batca_1_2.csv",0
"194","Urospermum picrioides","Lepidoptera","1_3_bartomeus_spain_2008_medca_1_2.csv",0
"195","Urospermum picrioides","Lepidoptera","1_4_bartomeus_spain_2008_medca_2_3.csv",0
"196","Urospermum picrioides","Lepidoptera","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"197","Urospermum picrioides","Non-bee-Hymenoptera","1_1_bartomeus_spain_2008_batca_1_2.csv",1
"198","Urospermum picrioides","Non-bee-Hymenoptera","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"199","Urospermum picrioides","Non-bee-Hymenoptera","1_3_bartomeus_spain_2008_medca_1_2.csv",0
"200","Urospermum picrioides","Non-bee-Hymenoptera","1_4_bartomeus_spain_2008_medca_2_3.csv",0
"201","Urospermum picrioides","Non-bee-Hymenoptera","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"202","Urospermum picrioides","Non-syrphids-diptera","1_1_bartomeus_spain_2008_batca_1_2.csv",7
"203","Urospermum picrioides","Non-syrphids-diptera","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"204","Urospermum picrioides","Non-syrphids-diptera","1_3_bartomeus_spain_2008_medca_1_2.csv",2
"205","Urospermum picrioides","Non-syrphids-diptera","1_4_bartomeus_spain_2008_medca_2_3.csv",2
"206","Urospermum picrioides","Non-syrphids-diptera","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"207","Urospermum picrioides","Syrphids","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"208","Urospermum picrioides","Syrphids","1_3_bartomeus_spain_2008_medca_1_2.csv",0
"209","Urospermum picrioides","Syrphids","1_4_bartomeus_spain_2008_medca_2_3.csv",0
"210","Urospermum picrioides","Syrphids","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"211","Urospermum picrioides",NA,"1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"212","Allium ampeloprasum","Bee","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"213","Allium ampeloprasum","Coleoptera","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"214","Allium ampeloprasum","Non-bee-Hymenoptera","1_2_bartomeus_spain_2008_fraop_1_2.csv",1
"215","Allium ampeloprasum","Non-syrphids-diptera","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"216","Allium ampeloprasum","Syrphids","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"217","Daucus carota carota","Bee","1_2_bartomeus_spain_2008_fraop_1_2.csv",13
"218","Daucus carota carota","Bee","1_5_bartomeus_spain_2008_miqop_1_2.csv",15
"219","Daucus carota carota","Bee","1_6_bartomeus_spain_2008_selop_1_2.csv",1
"220","Daucus carota carota","Coleoptera","1_2_bartomeus_spain_2008_fraop_1_2.csv",21
"221","Daucus carota carota","Coleoptera","1_5_bartomeus_spain_2008_miqop_1_2.csv",32
"222","Daucus carota carota","Coleoptera","1_6_bartomeus_spain_2008_selop_1_2.csv",50
"223","Daucus carota carota","Lepidoptera","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"224","Daucus carota carota","Lepidoptera","1_6_bartomeus_spain_2008_selop_1_2.csv",0
"225","Daucus carota carota","Non-bee-Hymenoptera","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"226","Daucus carota carota","Non-bee-Hymenoptera","1_5_bartomeus_spain_2008_miqop_1_2.csv",1
"227","Daucus carota carota","Non-bee-Hymenoptera","1_6_bartomeus_spain_2008_selop_1_2.csv",2
"228","Daucus carota carota","Non-syrphids-diptera","1_2_bartomeus_spain_2008_fraop_1_2.csv",3
"229","Daucus carota carota","Non-syrphids-diptera","1_5_bartomeus_spain_2008_miqop_1_2.csv",4
"230","Daucus carota carota","Non-syrphids-diptera","1_6_bartomeus_spain_2008_selop_1_2.csv",5
"231","Daucus carota carota","Syrphids","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"232","Daucus carota carota","Syrphids","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"233","Daucus carota carota",NA,"1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"234","Equium sabulicola","Bee","1_2_bartomeus_spain_2008_fraop_1_2.csv",3
"235","Equium sabulicola","Coleoptera","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"236","Equium sabulicola","Non-bee-Hymenoptera","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"237","Equium sabulicola","Non-syrphids-diptera","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"238","Equium sabulicola","Syrphids","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"239","Eryngium campestre","Bee","1_2_bartomeus_spain_2008_fraop_1_2.csv",1
"240","Eryngium campestre","Bee","1_5_bartomeus_spain_2008_miqop_1_2.csv",9
"241","Eryngium campestre","Bee","1_6_bartomeus_spain_2008_selop_1_2.csv",0
"242","Eryngium campestre","Coleoptera","1_2_bartomeus_spain_2008_fraop_1_2.csv",3
"243","Eryngium campestre","Coleoptera","1_5_bartomeus_spain_2008_miqop_1_2.csv",2
"244","Eryngium campestre","Coleoptera","1_6_bartomeus_spain_2008_selop_1_2.csv",3
"245","Eryngium campestre","Lepidoptera","1_5_bartomeus_spain_2008_miqop_1_2.csv",1
"246","Eryngium campestre","Lepidoptera","1_6_bartomeus_spain_2008_selop_1_2.csv",1
"247","Eryngium campestre","Non-bee-Hymenoptera","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"248","Eryngium campestre","Non-bee-Hymenoptera","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"249","Eryngium campestre","Non-bee-Hymenoptera","1_6_bartomeus_spain_2008_selop_1_2.csv",0
"250","Eryngium campestre","Non-syrphids-diptera","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"251","Eryngium campestre","Non-syrphids-diptera","1_5_bartomeus_spain_2008_miqop_1_2.csv",2
"252","Eryngium campestre","Non-syrphids-diptera","1_6_bartomeus_spain_2008_selop_1_2.csv",6
"253","Eryngium campestre","Syrphids","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"254","Eryngium campestre","Syrphids","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"255","Eryngium campestre",NA,"1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"256","Opuntia stricta","Bee","1_2_bartomeus_spain_2008_fraop_1_2.csv",37
"257","Opuntia stricta","Bee","1_5_bartomeus_spain_2008_miqop_1_2.csv",33
"258","Opuntia stricta","Bee","1_6_bartomeus_spain_2008_selop_1_2.csv",14
"259","Opuntia stricta","Coleoptera","1_2_bartomeus_spain_2008_fraop_1_2.csv",4
"260","Opuntia stricta","Coleoptera","1_5_bartomeus_spain_2008_miqop_1_2.csv",23
"261","Opuntia stricta","Coleoptera","1_6_bartomeus_spain_2008_selop_1_2.csv",8
"262","Opuntia stricta","Lepidoptera","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"263","Opuntia stricta","Lepidoptera","1_6_bartomeus_spain_2008_selop_1_2.csv",0
"264","Opuntia stricta","Non-bee-Hymenoptera","1_2_bartomeus_spain_2008_fraop_1_2.csv",8
"265","Opuntia stricta","Non-bee-Hymenoptera","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"266","Opuntia stricta","Non-bee-Hymenoptera","1_6_bartomeus_spain_2008_selop_1_2.csv",1
"267","Opuntia stricta","Non-syrphids-diptera","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"268","Opuntia stricta","Non-syrphids-diptera","1_5_bartomeus_spain_2008_miqop_1_2.csv",1
"269","Opuntia stricta","Non-syrphids-diptera","1_6_bartomeus_spain_2008_selop_1_2.csv",1
"270","Opuntia stricta","Syrphids","1_2_bartomeus_spain_2008_fraop_1_2.csv",0
"271","Opuntia stricta","Syrphids","1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"272","Opuntia stricta",NA,"1_5_bartomeus_spain_2008_miqop_1_2.csv",0
"273","Sedum sediforme","Bee","1_2_bartomeus_spain_2008_fraop_1_2.csv",7
"274","Sedum sediforme","Bee","1_5_bartomeus_spain_2008_miqop_1_2.csv",1
